0.43396,0.51138,27.802
0.4717,0.77789,18.44
0.46226,0.61155,32.834
0.45283,0.51911,31.572
0.4434,0.79369,23.126
0.51887,0.9417,23.725
0.5566,0.48983,39.712
0.50943,0.46328,33.445
0.50943,0.99908,16.873
0.5283,0.53824,28.31
0.49057,0.56113,29.265
0.4717,0.95832,18.161
0.37736,0.25613,76.408
0.4717,0.4005,31.88
0.54717,0.651,18.031
0.51887,0.68655,24.679
0.4717,0.76336,18.406
0.46226,1.1708,14.051
0.5,0.76574,21.829
0.51887,0.7815,20.453
0.45283,0.7811,22.21
0.49057,0.50388,26.556
0.38679,1.0794,11.287
0.41509,0.71134,15.854
0.43396,0.54487,30.323
0.49057,1.0251,17.478
0.5,0.81439,20.932
0.5283,0.98475,14.647
0.53774,0.93842,15.81
0.61321,0.9053,11.42
0.46226,0.68723,26.516
0.50943,0.71302,26.525
0.46226,0.62433,18.309
0.51887,0.58151,22.162
0.50943,1.0769,14.924
0.48113,0.70758,26.093
0.50943,0.73149,18.061
0.58491,0.8454,17.125
0.50943,0.8593,14.788
0.4717,0.90762,20.22
0.43396,1.0945,10.499
0.45283,1.0547,14.404
0.4434,0.57126,31.368
0.4717,0.92803,13.418
0.50943,0.59259,22.834
0.49057,0.69142,25.816
0.5566,0.72902,24.333
0.43396,0.53931,31.062
0.57547,0.96397,12.122
0.4717,0.71746,18.532
0.49057,0.78335,20.283
0.4434,0.71783,24.367
0.51887,0.91669,17.954
0.45283,1.0031,12.636
0.5,0.87441,16.03
0.43396,0.45599,31.995
0.46226,0.89272,17.884
0.45283,0.47715,31.908
0.4717,0.37684,58.354
0.54717,0.66488,17.454
0.54717,0.73794,18.787
0.38679,0.74537,17.981
0.39623,0.59615,25.002
0.48113,0.61776,32.94
0.40566,0.42699,33.964
0.48113,0.69082,29.927
0.5283,0.60461,23.59
0.41509,0.71017,27.673
0.40566,0.88136,16.336
0.35849,0.62369,25.907
0.32075,0.80722,17.376
0.29245,0.7952,15.095
0.34906,1.2377,10.999
0.38679,0.72648,25.999
0.33019,0.64852,26.83
0.28302,0.50376,40.35
0.29245,0.63954,34.551
0.28302,1.3083,12.958
0.30189,0.27947,31.645
0.30189,0.33898,43.274
0.22642,0.47868,32.398
0.25472,0.80952,18.502
0.29245,0.51706,25.123
0.25472,0.43299,47.507
0.23585,0.58596,18.786
0.19811,0.98945,15.372
0.26415,0.52826,24.285
0.18868,0.56358,15.446
0.23585,0.68846,16.059
0.17925,0.51829,30.922
0.17925,0.92057,17.981
0.13208,0.90396,21.406
0.15094,1.089,15.886
0.14151,0.551,32.135
0.09434,0.44672,46.293
0.075472,2.4642,5.5849
0.075472,1.4737,16.074
0.09434,1.1846,12.333
0.056604,1.1079,13.449
0.066038,0.96428,7.9704
0.075472,0.9931,4.5438
0.084906,0.99133,10.547
0.15094,1.9598,2.4046
0.10377,0.99061,25.182
0.11321,0.30508,49.468
0.09434,0.81142,8.5898
0.10377,0.70805,11.337
0.12264,1.0963,7.1219
0.037736,0.71776,7.6976
0.04717,0.4546,13.331
0.028302,0.75181,20.04
0.056604,0.77064,16.631
0.04717,0.43767,13.298
0.066038,0.83062,7.3267
0.056604,0.52661,39.34
0.028302,1.7315,3.523
0.066038,1.5569,2.5692
0.037736,0.80006,7.7495
0,0,0
0.04717,0.5504,12.137
0.028302,0.39746,7.464
0.04717,2.1459,1.2489
0,0,0
0,0,0
0,0,0
0.028302,1.7294,4.1248
0.018868,0.55603,10.431
0.037736,1.2023,11.79
0.018868,0.91078,10.595
0.028302,1.6439,12.916
0,0,0
0.028302,0.94746,11.117
0.028302,0.47964,13.135
0,0,0
0.018868,0.52145,36.917
0.018868,2.7222,0.51429
0.018868,0.56925,55.951
0.018868,40.5,0.055556
0.04717,0.71827,7.2118
0.028302,1.0699,5.203
0.028302,1.7415,4.5938
0.056604,0.30646,12.019
0.037736,0.8401,8.3324
0.028302,5.0638,2.5409
0.028302,0.50637,14.416
0.018868,0.95185,11.451
0,0,0
0,0,0
0,0,0
0.04717,1.388,4.2508
0.037736,3.5995,0.43757
0.028302,1.675,1.0547
0.028302,1.1481,4.0065
0.028302,0.78594,4.9198
0.018868,107.93,0.088482
0,0,0
0,0,0
0.018868,0.52702,7.3052
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.018868,0.74691,2.2091
0.028302,1.2308,0.325
0.018868,4.5,0.76667
0.018868,1.2851,15.719
0.028302,4.5978,0.53649
0,0,0
0,0,0
0.018868,2,0.3
0.018868,1.125,0.26667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.018868,6.0491,2.645
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.018868,1.7245,0.37692
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.028302,1.2074,5.6044
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.018868,2.8958,3.7813
0,0,0
0,0,0
0,0,0
0.018868,1.3889,1.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.018868,0.88889,0.9
0,0,0
0,0,0
0,0,0
0.037736,1.3861,2.4529
0,0,0
0,0,0
0,0,0
0,0,0
0.028302,1.0156,8.4354
0.028302,1.3919,1.3411
0.056604,1.2519,7.0295
0.028302,0.90989,1.3921
0,0,0
0.037736,2.2696,1.1125
0.018868,2.0808,1.2255
0.04717,0.92179,12.107
0.018868,0.61504,4.959
0,0,0
0.018868,0.53278,30.031
0.028302,1.5232,0.41579
0.037736,1.0808,4.3257
0.04717,1.6563,2.3909
0.04717,1.4213,2.4344
0.056604,0.79177,27.154
0.037736,1.8305,4.5617
0.056604,0.43997,52.465
0.037736,4.0746,5.6631
0.056604,1.1092,3.6364
0.037736,1.9995,3.3258
0.066038,0.70354,12.975
0.028302,0.82418,1.82
0.075472,1.1071,4.0648
0.056604,1.3811,4.2238
0.066038,0.50422,13.514
0.084906,0.56577,29.223
0.075472,0.43258,19.852
0.066038,0.37974,16.59
0.10377,0.46003,10.968
0.10377,0.96335,3.4916
0.084906,0.70469,19.142
0.10377,1.0775,7.3316
0.12264,1.7198,4.7858
0.15094,0.43856,32.492
0.11321,2.4295,6.4862
0.14151,0.35719,33.091
0.13208,0.57745,18.035
0.15094,1.3995,2.4294
0.11321,1.0577,4.0417
0.09434,0.91078,24.528
0.056604,0.21235,44.973
0.084906,0.45813,12.248
0.14151,0.34869,33.477
0.11321,0.8402,20.868
0.12264,0.31942,25.623
0.12264,1.375,2.9092
0.15094,1.0138,8.0947
0.17925,0.4644,22.304
0.15094,1.1149,7.9551
0.16981,1.1042,9.2424
0.15094,0.86829,10.2
0.19811,0.3681,37.852
0.11321,0.72643,10.256
0.24528,0.6592,18.035
0.21698,0.60126,17.341
0.16981,0.7298,11.822
0.29245,0.97579,11.557
0.22642,0.6509,14.147
0.30189,0.82462,10.698
0.23585,0.44462,25.784
0.26415,0.62008,13.046
0.12264,0.31705,35.69
0.20755,0.88534,12.281
0.20755,0.4759,15.54
0.29245,0.57675,16.617
0.24528,0.65787,25.309
0.27358,0.52794,13.168
0.39623,0.39229,32.435
0.33962,0.4996,24.47
0.31132,0.73943,21.696
0.25472,0.49348,34.104
0.26415,0.81717,11.744
0.24528,0.40419,34
0.25472,0.39586,39.969
0.30189,1.8315,8.9458
0.34906,0.72544,15.305
0.35849,0.76418,16.192
0.26415,1.1316,14.183
0.27358,0.26351,27.324
0.28302,0.87919,13.217
0.32075,0.9522,17.94
0.36792,0.78164,16.35
0.37736,0.47545,25.702
0.33019,0.60339,31.451
