1935,1,1,17.3
1935,1,5,3.8
1935,1,6,7.1
1935,1,7,10.4
1935,1,24,35.1
1935,1,29,6.4
1935,1,30,6.9
1935,2,15,52.1
1935,2,19,2.8
1935,2,20,12.7
1935,2,24,7.4
1935,2,26,6.9
1935,2,27,40.1
1935,2,28,18.5
1935,3,2,41.4
1935,3,3,77
1935,3,4,44.5
1935,3,5,26.2
1935,3,6,127.5
1935,3,7,78.2
1935,3,14,41.9
1935,3,16,26.9
1935,3,21,3.6
1935,3,22,12.7
1935,3,24,20.6
1935,3,25,4.1
1935,3,29,12.7
1935,3,30,7.9
1935,4,1,0
1935,5,1,0
1935,6,8,2.8
1935,6,28,44.7
1935,6,29,39.6
1935,7,1,0
1935,8,1,0
1935,9,26,10.4
1935,10,8,4.3
1935,11,5,5.1
1935,11,9,5.8
1935,11,23,19.1
1935,12,1,2.5
1935,12,3,17.3
1935,12,4,7.9
1935,12,15,2
1935,12,20,2.3
1935,12,23,5.6
1935,12,24,21.6
1935,12,26,2.8
1936,1,2,35.8
1936,1,4,6.1
1936,1,6,50.8
1936,1,12,6.6
1936,1,19,5.1
1936,2,6,11.4
1936,2,10,13.2
1936,2,11,11.2
1936,2,12,1
1936,2,13,3
1936,2,14,3
1936,2,17,3.8
1936,2,18,18
1936,2,22,20.6
1936,2,23,19.3
1936,2,24,8.4
1936,2,26,8.6
1936,3,1,28.4
1936,3,4,6.9
1936,3,5,33.5
1936,3,25,3
1936,3,26,11.7
1936,4,4,2.8
1936,5,2,45.2
1936,5,30,19.1
1936,6,1,0
1936,7,1,0
1936,8,1,0
1936,9,1,0
1936,10,27,5.8
1936,10,28,24.1
1936,10,29,1.5
1936,11,9,10.7
1936,11,16,2.5
1936,11,17,5.1
1936,11,28,8.9
1936,11,30,3.3
1936,12,3,1.8
1936,12,4,42.4
1936,12,5,1.8
1936,12,6,12.2
1936,12,19,6.4
1936,12,27,5.8
1936,12,28,5.1
1936,12,31,39.9
1937,1,1,54.6
1937,1,2,2.5
1937,1,3,2.5
1937,1,4,3
1937,1,5,21.8
1937,1,6,15.5
1937,1,7,24.4
1937,1,8,62.2
1937,1,9,0.8
1937,1,10,2.8
1937,1,11,1.3
1937,1,12,13.5
1937,1,13,0.3
1937,1,14,18.3
1937,1,15,40.9
1937,1,16,71.6
1937,1,17,13.2
1937,1,21,25.9
1937,1,22,44.5
1937,1,23,3
1937,1,27,2.5
1937,1,29,1.3
1937,2,1,8.6
1937,2,14,6.6
1937,2,16,14
1937,2,22,0.3
1937,2,23,3.3
1937,2,27,14
1937,3,5,19.1
