0.22727,0.68919,17.15
0.2,1.8088,6.7246
0.17273,0.71123,28.831
0.16364,0.35317,43.762
0.20909,0.1995,87.064
0.17273,0.71578,17.03
0.20909,0.37322,47.798
0.16364,0.39818,41.788
0.18182,0.24437,67.151
0.2,0.73419,13.137
0.16364,1.0106,6.2671
0.20909,0.89177,21.808
0.24545,0.48368,26.418
0.18182,0.40667,39.049
0.27273,0.48036,33.364
0.27273,0.41243,37.502
0.27273,0.82561,9.4799
0.24545,0.64299,18.997
0.22727,0.98446,9.3006
0.23636,0.94328,16.159
0.22727,0.54913,28.328
0.20909,0.47193,38.482
0.14545,0.29363,57.938
0.19091,0.78269,11.852
0.20909,0.86193,10.144
0.22727,0.29969,54.015
0.25455,0.77186,15.834
0.14545,0.43092,29.385
0.21818,0.60974,23.241
0.21818,0.5148,17.887
0.19091,0.45808,33.764
0.14545,0.59275,30.346
0.15455,0.72265,13.105
0.21818,0.81136,17.317
0.25455,0.75053,15.751
0.26364,0.6288,20.071
0.24545,0.43196,50.45
0.23636,0.54745,22.144
0.17273,0.79865,14.604
0.26364,0.44772,19.77
0.20909,0.55488,49.889
0.21818,0.50188,27.538
0.24545,0.39045,24.473
0.24545,0.81843,20.654
0.20909,0.61927,25.296
0.2,0.44581,28.671
0.29091,0.55791,35.277
0.3,0.61682,22.623
0.27273,0.65883,21.989
0.27273,0.55051,17.959
0.25455,0.48001,22.983
0.17273,0.69289,21.314
0.20909,0.88913,13.697
0.2,0.45315,35.238
0.2,0.49556,27.939
0.24545,0.7952,9.3524
0.23636,0.62812,15.425
0.21818,1.1161,10.905
0.18182,0.20585,114.94
0.17273,0.43124,41.483
0.17273,0.19344,86.441
0.19091,0.27538,74.32
0.16364,0.49946,18.831
0.17273,0.97052,13.688
0.17273,0.71595,20.363
0.19091,0.54868,27.078
0.11818,0.5469,40.494
0.14545,0.55136,21.322
0.090909,0.43618,16.736
0.081818,0.52372,52.53
0.13636,0.59251,17.856
0.13636,0.56968,10.45
0.12727,0.66274,27.817
0.15455,1.0644,10.246
0.090909,1.303,3.7837
0.063636,0.55289,20.387
0.15455,1.3058,6.6038
0.081818,1.0355,17.437
0.12727,1.2804,6.3152
0.11818,0.55367,30.037
0.081818,0.57205,35.584
0.081818,0.50194,26.697
0.081818,0.48451,4.6553
0.063636,0.44014,16.845
0.12727,0.39703,47.333
0.063636,0.5282,23.773
0.1,0.9095,9.8156
0.1,1.0611,4.9265
0.12727,0.48699,32.253
0.063636,0.61459,29.962
0.081818,0.78879,12.762
0.072727,3.4451,1.2155
0.063636,0.66566,15.752
0.036364,0.48236,7.5152
0.045455,0.76951,55.412
0.018182,1.1205,11.022
0.063636,0.98869,5.9097
0.036364,1.071,2.0775
0.054545,0.43684,11.026
0.054545,0.79012,14.618
0.018182,1.0721,3.8244
0.063636,1.8383,4.0954
0.045455,0.8446,8.4774
0.072727,0.75138,7.7025
0.063636,0.39082,18.496
0.063636,0.33956,58.479
0.036364,2.4602,5.2129
0.045455,1.8413,1.9334
0.018182,1.0204,5.88
0.045455,1.7676,0.96176
0.054545,0.42269,32.49
0.027273,6.7746,1.3531
0.027273,1.3872,6.1516
0.027273,2.5117,2.4154
0.018182,1.4799,12.265
0.063636,0.46303,30.359
0.045455,1.1348,10.522
0.045455,1.4932,4.1121
0.036364,0.48062,9.5189
0.054545,0.88637,11.094
0.027273,2.8157,0.48537
0,0,0
0.018182,0.68555,9.992
0.027273,1.6154,1.3
0.036364,1.8545,1.3211
0.036364,8.7721,0.36194
0.072727,0.80562,6.827
0.036364,0.45416,5.3946
0.063636,0.75599,6.3682
0.054545,2.6347,2.9985
0.036364,0.81111,19.51
0.027273,1.5368,23.36
0.045455,1.003,4.8054
0.027273,1.4622,3.6475
0.045455,0.65964,15.402
0.054545,1.2307,9.5611
0.036364,1.0522,5.0847
0.036364,1.058,3.568
0.018182,3.5946,11.935
0.045455,0.35719,46.865
0.081818,0.80837,11.037
0.045455,3.3964,3.274
0.045455,0.60005,9.9992
0.045455,1.5176,2.8465
0.054545,0.5427,28.776
0.063636,0.93431,3.6085
0.045455,0.50001,5.9199
0.018182,10.778,0.60308
0.027273,0.56369,18.923
0.036364,1.0936,12.207
0.036364,0.7179,8.1487
0.018182,11.079,1.742
0.045455,0.54365,24.906
0.045455,1.4373,9.9072
0.036364,0.50346,7.945
0.036364,1.2109,2.7253
0.045455,0.70855,23.456
0.045455,1.1145,3.1582
0.045455,1.9942,1.8554
0.018182,1.0579,1.5125
0.018182,1.4872,4.0008
0.045455,0.71843,6.9875
0.036364,1.7272,3.6187
0.045455,0.37835,11.524
0.063636,0.40737,24.057
0.081818,0.65485,19.818
0.036364,0.30065,30.101
0.027273,0.46413,4.2373
0.027273,6.76,0.19231
0.027273,0.81301,4.592
0.036364,7.8244,0.66778
0.027273,1.7859,1.5679
0.018182,2.1356,0.72581
0.045455,2.5068,1.1409
0.027273,3.7793,3.2987
0.027273,3.2703,0.67273
0.036364,0.65464,4.4299
0.018182,1.1329,6.3112
0,0,0
0.018182,25.51,0.392
0.018182,6.321,0.50625
0.018182,9.6634,2.4112
0.045455,1.3338,8.2473
0.027273,0.41617,35.002
0,0,0
0,0,0
0,0,0
0.018182,1.2612,6.4222
0.027273,0.8194,14.401
0.036364,0.95073,17.408
0.027273,1.4443,7.7087
0,0,0
0.018182,2.5312,0.35556
0.036364,3.4249,2.5402
0.018182,1.6766,8.4099
0.018182,3.199,0.67209
0.063636,1.5018,6.0499
0.036364,0.96645,4.113
0.027273,1.2799,3.8286
0,0,0
0,0,0
0.045455,1.5047,1.9672
0.027273,0.69373,6.4867
0.027273,1.0286,2.9815
0.027273,2.1634,0.63171
0,0,0
0,0,0
0.018182,1.0165,10.871
0,0,0
0,0,0
0,0,0
0,0,0
0.027273,2.4547,3.4492
0,0,0
0.018182,0.52198,27.013
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.027273,0.37036,28.891
0,0,0
0.018182,98,0.014286
0,0,0
0.036364,2.4792,1.0487
0,0,0
0,0,0
0.027273,1.3782,6.8687
0.027273,1.7691,4.2771
0.018182,23.092,0.72102
0,0,0
0,0,0
0.018182,80.827,0.055056
0,0,0
0.018182,24.5,0.11429
0.018182,9.1281,0.51489
0.018182,17.424,0.52514
0.018182,3.9711,0.78065
0.018182,2.2284,0.42632
0.018182,4.1089,1.0465
0.018182,3.6837,0.25789
0.018182,0.87461,2.3439
0.036364,0.53524,7.4733
0.054545,1.3742,5.7975
0.018182,0.71704,6.7639
0.018182,9.3889,0.34615
0.045455,0.42043,13.748
0.018182,0.59074,4.232
0,0,0
0.036364,1.8563,0.87538
0.018182,12.5,0.12
0.027273,2.89,0.33448
0,0,0
0.036364,1.2736,7.3809
0.036364,2.4652,2.5759
0.018182,3.1752,5.9524
0.027273,0.53499,23.926
0.045455,1.0022,5.6877
0.054545,0.68181,10.756
0.018182,0.6502,9.9969
0,0,0
0.045455,0.90726,8.6855
0.027273,1.5464,0.60357
0.036364,0.33532,23.634
0.027273,0.61337,3.3694
0.045455,1.372,2.1867
0.072727,0.6253,3.9781
0.090909,1.3329,1.8982
0.063636,1.723,1.9982
0.081818,0.91749,5.9098
0.072727,1.1732,9.6428
0.027273,1.9927,1.8568
0.036364,0.94867,4.2691
0.036364,2.4696,2.6017
0.036364,2.7027,0.8695
0.063636,0.94483,3.7951
0.054545,1.6106,1.3142
0.054545,0.63202,9.6253
0.036364,2.8707,5.5823
0.090909,1.1939,5.3608
0.081818,0.33968,12.332
0.090909,0.4737,6.5232
0.063636,1.7524,1.826
0.036364,1.8446,1.545
0.072727,1.3296,3.5536
0.1,0.91033,4.9033
0.072727,1.0073,9.195
0.1,0.32958,23.391
0.054545,1.0265,7.3389
0.081818,1.2083,4.138
0.12727,0.91513,4.5271
0.090909,1.7172,3.3485
0.081818,0.58031,10.301
0.081818,1.2596,4.4634
0.072727,0.48639,10.1
0.072727,1.6714,2.3708
0.11818,2.3535,3.3828
0.081818,0.24564,21.757
0.1,2.0264,2.3149
0.072727,0.69653,8.7757
0.12727,0.52923,17.478
0.1,0.92095,5.1133
0.081818,2.3209,6.6162
0.1,0.31658,18.78
0.11818,1.8609,1.5749
0.081818,0.29542,26.78
0.1,0.23506,11.641
0.14545,0.64202,5.4126
0.12727,1.088,5.0682
0.090909,3.0172,1.2396
0.10909,0.65935,11.16
0.081818,0.25358,23.136
0.16364,0.75054,7.0246
0.14545,0.4985,21.602
0.090909,1.5044,8.5748
0.090909,1.0381,6.5213
0.054545,0.75257,11.583
0.14545,1.0802,3.2516
0.090909,2.2365,5.9602
0.090909,0.61964,12.588
0.12727,1.0483,6.5752
0.14545,1.1996,8.9977
0.11818,1.2684,5.9798
0.11818,1.4081,5.6867
0.12727,0.20095,43.509
0.15455,0.70406,6.0908
0.12727,0.73157,9.6075
0.12727,1.4593,4.5913
0.25455,0.44507,11.395
0.16364,1.1054,4.7695
0.15455,0.51207,12.326
0.10909,0.83807,14.527
0.15455,0.64744,11.248
0.18182,0.73763,6.4328
0.2,0.26676,29.189
0.17273,0.40887,20.493
0.20909,0.69996,5.9755
0.19091,0.72984,6.4332
0.18182,0.32681,26.377
0.17273,0.80373,5.9984
0.16364,0.6071,18.933
0.1,0.76925,7.4334
0.12727,0.20462,26.6
0.11818,0.95334,11.756
0.20909,0.93989,8.6921
0.18182,0.56052,15.521
0.20909,0.78308,17.717
0.15455,0.43577,15.578
0.16364,0.47093,13.519
0.22727,0.54497,19.796
0.2,0.66674,14.296
0.2,0.3553,34.862
0.2,1.8897,3.5504
0.19091,0.44173,30.303
0.18182,0.57342,12.984
0.20909,0.33419,35.53
0.25455,0.50112,15.187
0.17273,0.61094,20.202
0.14545,0.58041,17.907
0.13636,0.801,11.203
0.16364,0.96673,5.5571
0.16364,0.60534,18.392
0.18182,0.37062,37.167
0.17273,0.95064,10.32
