0.44444,0.31034,0.82763,24.42
0.65789,0.39394,0.96583,22.364
0.64706,0.41509,0.85589,20.869
0.69091,0.38776,0.54529,28.921
0.68421,0.3617,0.72608,22.491
0.60714,0.41667,0.9783,21.687
0.7037,0.44,0.91414,16.522
0.63333,0.29545,0.32632,66.915
0.60784,0.45283,1.1587,11.435
0.72727,0.38776,1.0047,17.878
0.66102,0.44444,0.73705,18.813
0.69492,0.4,0.51884,29.74
0.62712,0.35556,0.57113,31.08
0.62264,0.37255,0.69987,22.532
0.71154,0.40385,0.86851,22.442
0.65517,0.36957,0.58896,24.641
0.61818,0.40816,0.64395,23.708
0.57407,0.5,1.002,15.811
0.67857,0.5,1.1403,11.197
0.59677,0.52381,0.74488,17.548
0.64407,0.44444,0.77001,20.036
0.7069,0.45652,0.97694,12.069
0.6129,0.2381,0.75812,25.961
0.625,0.25,0.76906,19.082
0.65909,0.45,0.88603,19.457
0.71429,0.39583,0.8759,19.141
0.61017,0.53333,0.45481,45.539
0.71667,0.43182,0.91205,18.454
0.82258,0.45238,1.034,13.916
0.7,0.41176,0.97257,16.716
0.65079,0.4878,0.85854,20.259
0.72131,0.60465,1.0769,15.26
0.57143,0.26471,0.58634,25.631
0.67347,0.45455,1.0534,14.497
0.75862,0.5,0.70186,29.081
0.74627,0.40541,0.78137,24.446
0.64615,0.48718,0.88089,13.636
0.7377,0.32558,0.88654,15.87
0.67797,0.51111,0.85736,17.227
0.61905,0.31707,0.87184,16.499
0.75,0.42308,0.81428,20.114
0.72131,0.27907,0.77217,19.086
0.66071,0.5,0.68457,23.21
0.63934,0.37209,0.91284,15.799
0.74545,0.5102,1.0432,13.4
0.63636,0.31579,0.78608,19.014
0.75926,0.32,0.80387,18.219
0.68421,0.3617,1.0391,10.754
0.80357,0.39583,0.83155,22.289
0.625,0.425,0.50364,28.275
0.54386,0.34043,0.72119,27.924
0.6383,0.49123,0.99056,12.851
0.75862,0.43478,0.54609,28.235
0.64063,0.3,0.90263,17.69
0.73585,0.45098,0.8223,17.294
0.69355,0.2619,0.89893,20.578
0.62963,0.48,0.55525,28.176
0.58621,0.3913,0.78899,16.825
0.75,0.42308,1.0304,17.255
0.57377,0.44186,0.32716,48.023
0.66667,0.52,1.2532,12.134
0.66129,0.38095,0.81691,18.658
0.70175,0.29787,0.78497,18.984
0.66667,0.44,0.75504,23.792
0.55172,0.36957,0.774,21.998
0.77551,0.4,0.63373,30.347
0.81667,0.40909,0.48879,39.818
0.56716,0.2973,1.2807,11.182
0.69388,0.21818,0.75742,18.679
0.56522,0.36207,0.52575,23.432
0.61702,0.22807,0.64583,28.818
0.57143,0.17742,1.2169,14.113
0.6,0.2029,0.82999,23.429
0.71429,0.3913,1.0289,12.994
0.57692,0.19231,2.0018,5.5238
0.775,0.17188,0.49371,31.675
0.61905,0.20968,0.65856,19.008
0.58974,0.27692,0.40106,48.755
0.56098,0.25397,0.78879,17.986
0.66667,0.21538,0.75019,23.404
0.5,0.17188,0.6052,25.355
0.70968,0.19178,0.89746,17.336
0.72222,0.20588,1.0958,15.532
0.7,0.17188,0.72332,23.318
0.51282,0.16923,1.2058,13.189
0.51613,0.17808,0.82435,15.473
0.58621,0.16,0.80403,13.192
0.37931,0.18667,0.96812,13.184
0.44,0.10127,0.31982,50.605
0.42105,0.16471,0.67769,20.88
0.40909,0.10976,1.044,17.732
0.66667,0.11628,0.97441,11.14
0.5,0.097561,1.1854,11.575
0.63158,0.14118,0.99247,16.415
0.5,0.0625,0.42483,44.433
0.41176,0.068966,0.83223,13.134
0.30769,0.076923,0.27163,89.16
0.63636,0.11828,0.73906,17.387
0.33333,0.034884,0.45347,27.859
0.55556,0.052632,0.84932,6.5346
0.4,0.085106,0.37089,24.333
0.33333,0.086957,0.38263,69.671
0.66667,0.1413,1.0814,5.553
0.42857,0.10843,0.28972,68.189
0.5,0.081395,1.5097,6.9054
0.375,0.068182,0.51519,23.422
0.41667,0.086957,0.97756,7.9869
