1888,1,2,2.3
1888,1,3,6.6
1888,1,4,0.8
1888,1,5,13.2
1888,1,6,15.2
1888,1,7,78.7
1888,1,9,27.9
1888,1,10,38.1
1888,1,11,99.1
1888,1,12,5.1
1888,1,14,3.8
1888,1,19,12.7
1888,1,20,15.5
1888,1,23,18.8
1888,1,24,11.4
1888,1,25,9.4
1888,1,26,9.4
1888,1,28,33.3
1888,2,2,6.6
1888,2,3,11.4
1888,2,4,3.3
1888,2,6,3
1888,2,9,18.8
1888,2,10,7.6
1888,2,11,2.5
1888,2,16,19.1
1888,2,17,25.4
1888,2,18,18.8
1888,2,23,23.1
1888,2,27,11.4
1888,3,1,0
1888,4,1,0
1888,5,1,0
1888,6,1,0
1888,7,1,0
1888,8,1,0
1888,9,1,0
1888,10,1,0
1888,11,5,0.3
1888,11,6,3.6
1888,11,8,2.3
1888,11,9,10.2
1888,11,10,0.3
1888,11,21,17.8
1888,11,22,3.8
1888,11,24,1
1888,11,28,2
1888,12,1,43.4
1888,12,3,36.6
1888,12,18,7.4
1888,12,22,75.4
1888,12,25,5.8
1888,12,26,33.3
1888,12,27,5.3
1888,12,29,9.1
1889,1,2,2.3
1889,1,3,26.4
1889,1,4,81.5
1889,1,5,6.1
1889,1,6,83.8
1889,1,7,46.2
1889,1,10,9.9
1889,1,15,1.3
1889,1,19,7.6
1889,1,21,1.3
1889,1,25,0.5
1889,1,26,40.6
1889,1,28,16
1889,1,29,13.5
1889,1,30,2.5
1889,2,2,5.1
1889,2,5,37.6
1889,2,16,3.8
1889,2,18,29
1889,2,19,36.6
1889,2,20,46.5
1889,2,21,76.2
1889,2,22,5.1
1889,2,23,3.8
1889,3,8,76.2
1889,3,30,15.5
1889,4,3,31.2
1889,5,2,3.3
1889,5,8,33
1889,6,5,3.8
1889,7,1,0
1889,8,1,0
1889,9,19,29.7
1889,10,25,6.6
1889,10,26,52.1
1889,10,30,10.7
1889,11,4,1.3
1889,11,6,26.4
1889,11,7,7.1
1889,11,12,1.3
1889,11,16,13.5
1889,11,20,1.8
1889,12,7,21.6
1889,12,9,33.5
1889,12,11,58.9
1889,12,12,10.7
1889,12,16,27.7
1889,12,17,18.5
1889,12,18,1.8
1889,12,19,15
1889,12,20,9.4
1889,12,21,3.3
1889,12,24,3
1889,12,28,87.9
1890,1,1,4.6
1890,1,2,13.5
1890,1,3,33.5
1890,1,4,31.5
1890,1,6,1.3
1890,1,7,8.6
1890,1,10,10.7
1890,1,18,51.6
1890,1,20,98.3
1890,1,21,1.3
1890,1,22,14.7
1890,1,23,16.8
1890,1,24,15.2
1890,1,25,16.3
1890,1,27,13.5
1890,1,29,13.5
1890,1,30,3.3
1890,2,1,45
1890,2,3,3.6
1890,2,6,14.2
1890,2,7,9.1
1890,2,8,7.6
1890,2,13,8.6
1890,2,14,19.3
